issue_id,issue,time,issue_time,category,description,topic,mark,abnormal_behavior,car_id,region,channel,platform,disengage_type,reviewed_status,version,safety_level,create_time
ISS-0409-VB3JTS,Over-conservative yield,2026-06-08 07:14:07,1780928047605,planning,The planner yielded longer than necessary at a low-speed merge. Traffic behind the ego vehicle slowed during the hesitation. The record is suitable for module-owner follow-up.,Over-conservative yield,"[""manual_takeover""]",[],CAR-338,phoenix,road_test,3,0,1,ads_2026.06.1,S0,1780938367605
ISS-0410-IVVB5T,Over-conservative yield,2026-06-01 14:11:30,1780348290459,planning,The planner yielded longer than necessary at a low-speed merge. Traffic behind the ego vehicle slowed during the hesitation. The event was closed after offline triage.,Over-conservative yield,"[""bad_case""]","[""late_response""]",CAR-727,austin,PERFTEST,3,0,0,ads_2026.06.3,S1,1780356450459
ISS-0411-FE83QF,GNSS degradation,2026-06-05 00:38:31,1780645111739,localization,GNSS quality dropped near tall buildings. The fused pose remained usable with higher uncertainty. The issue is useful for scenario-library expansion.,GNSS degradation,"[""comfort"", ""route_blocker"", ""hard_brake""]",[],CAR-894,austin,simulation,3,0,1,ads_2026.07.0-beta,S0,1780651291739
ISS-0412-A835O7,Lane boundary flicker,2026-06-12 02:55:21,1781258121826,perception,Lane markings alternated between valid and invalid states. The unstable signal caused lateral planning to become conservative. The record is suitable for module-owner follow-up.,Lane boundary flicker,"[""low_confidence"", ""route_blocker"", ""manual_takeover""]","[""late_response"", ""route_deviation""]",CAR-188,seattle,fleet_replay,7,0,0,ads_2026.06.2,S2,1781259501826
ISS-0413-44M5CL,Gear state delay,2026-06-04 22:25:02,1780637102939,vehicle_interface,The reported gear state lagged behind the command state. The vehicle waited before continuing the low-speed maneuver. The event was closed after offline triage.,Gear state delay,"[""manual_takeover"", ""route_blocker"", ""bad_case""]","[""tracking_error""]",CAR-111,guangzhou,fleet_replay,7,0,1,ads_2026.06.3,S0,1780640222939
ISS-0414-BQJNE8,Over-conservative yield,2026-06-18 12:20:06,1781810406104,planning,The planner yielded longer than necessary at a low-speed merge. Traffic behind the ego vehicle slowed during the hesitation. The case should be compared against the latest regression run.,Over-conservative yield,"[""stuck"", ""triage""]","[""jerk"", ""late_response""]",CAR-650,guangzhou,PERFTEST,8,0,1,ads_2026.06.2,S2,1781812806104
ISS-0415-CLL3SP,Steering oscillation,2026-06-04 05:35:22,1780576522022,control,The control loop produced small steering corrections on a straight segment. The vehicle stayed within lane boundaries but ride quality degraded. The issue is useful for scenario-library expansion.,Steering oscillation,"[""comfort"", ""low_confidence"", ""hard_brake""]",[],CAR-841,las_vegas,DHMI,8,1,1,ads_2026.07.0-beta,S2,1780583722022
ISS-0416-90CAE9,Lane boundary flicker,2026-06-02 12:20:34,1780428034370,perception,Lane markings alternated between valid and invalid states. The unstable signal caused lateral planning to become conservative. The event was closed after offline triage.,Lane boundary flicker,"[""manual_takeover"", ""route_blocker""]","[""hesitation""]",CAR-581,phoenix,fleet_replay,7,0,1,ads_2026.06.2,S1,1780433434370
ISS-0417-UAEWKM,CAN signal dropout,2026-06-10 00:32:08,1781076728363,vehicle_interface,A vehicle interface signal dropped for a short interval. The autonomy stack used the last valid value and recovered cleanly. The event was closed after offline triage.,CAN signal dropout,"[""route_blocker"", ""bad_case""]","[""hesitation""]",CAR-400,guangzhou,fleet_replay,3,0,1,ads_2026.07.0-beta,S1,1781081288363
ISS-0418-IRH8YT,Uncomfortable stop profile,2026-06-11 03:51:30,1781175090254,planning,The planned deceleration profile produced an abrupt stop near the stop line. The event was recoverable but reduced ride comfort. The issue is useful for scenario-library expansion.,Uncomfortable stop profile,"[""safety_review"", ""bad_case""]","[""false_detection"", ""late_response""]",CAR-731,austin,road_test,8,0,0,ads_2026.07.0-beta,S3,1781182830254
ISS-0419-OJTKMP,Pose jump,2026-06-15 10:24:52,1781544292488,localization,The localization estimate shifted laterally after map matching. Planning absorbed the change and kept the vehicle in lane. The issue is useful for scenario-library expansion.,Pose jump,"[""route_blocker"", ""low_confidence""]","[""tracking_error""]",CAR-121,austin,simulation,7,0,1,ads_2026.07.0-beta,S3,1781554852488
ISS-0420-G4P1NE,Environment parameter drift,2026-06-16 22:27:17,1781674037484,simulation,Weather and surface parameters drifted from the scenario baseline. The test remained valid but needs tighter configuration control. The case should be compared against the latest regression run.,Environment parameter drift,"[""route_blocker"", ""safety_review"", ""hard_brake""]",[],CAR-554,phoenix,road_test,7,0,0,ads_2026.07.0-beta,S1,1781680457484
ISS-0421-VDEY3M,Speed limit mismatch,2026-06-15 16:17:05,1781565425960,mapping,The map speed limit differed from the observed sign. The system retained the lower value until the discrepancy was reviewed. The event was closed after offline triage.,Speed limit mismatch,"[""triage"", ""bad_case"", ""hard_brake""]",[],CAR-405,beijing_yizhuang,fleet_replay,3,1,0,ads_2026.07.0-beta,S3,1781566145960
ISS-0422-P0B0CE,Heading drift,2026-06-14 00:00:24,1781420424491,localization,The heading estimate drifted during a low-speed turn. Control compensated after the localization confidence recovered. The issue is useful for scenario-library expansion.,Heading drift,"[""stuck""]","[""tracking_error"", ""false_detection""]",CAR-970,las_vegas,road_test,7,0,1,ads_2026.06.2,S3,1781423604491
ISS-0423-WNQZR9,Lane boundary flicker,2026-06-14 19:34:55,1781490895588,perception,Lane markings alternated between valid and invalid states. The unstable signal caused lateral planning to become conservative. The event was closed after offline triage.,Lane boundary flicker,"[""stuck"", ""hard_brake"", ""regression""]",[],CAR-579,las_vegas,DHMI,7,0,1,ads_2026.06.2,S2,1781494675588
ISS-0424-C2IG7U,Cyclist trajectory drift,2026-06-11 03:38:20,1781174300086,prediction,The predicted cyclist path drifted toward the ego lane before stabilizing. The planner reserved extra space and reduced speed. The case should be compared against the latest regression run.,Cyclist trajectory drift,"[""comfort"", ""stuck""]","[""jerk"", ""false_detection""]",CAR-263,las_vegas,fleet_replay,8,0,0,ads_2026.06.3,S2,1781177420086
ISS-0425-663OJ7,Outdated construction geometry,2026-06-09 03:01:17,1780999277584,mapping,Map geometry did not match temporary construction cones. Perception provided the primary boundary signal for the segment. The event was closed after offline triage.,Outdated construction geometry,"[""hard_brake""]","[""hard_brake"", ""hesitation""]",CAR-777,austin,road_test,7,0,1,ads_2026.07.0-beta,S3,1781001017584
ISS-0426-LMQ7EP,Throttle lag,2026-06-04 21:40:40,1780634440858,control,The requested acceleration was applied later than expected after a stop. The vehicle created a small gap to the leading traffic flow. The issue is useful for scenario-library expansion.,Throttle lag,"[""bad_case""]",[],CAR-546,beijing_yizhuang,DHMI,7,0,1,ads_2026.07.0-beta,S0,1780636780858
ISS-0427-CR8FHN,Late object detection,2026-06-16 20:40:36,1781667636618,perception,The perception stack detected a nearby road user later than expected. The delay reduced downstream reaction margin but did not create a collision. The event was closed after offline triage.,Late object detection,"[""comfort"", ""regression""]","[""jerk""]",CAR-430,beijing_yizhuang,simulation,3,0,0,ads_2026.07.0-beta,S1,1781668236618
ISS-0428-YBKAI8,Late lane-change decision,2026-06-09 01:39:08,1780994348938,planning,The lane-change decision was issued close to the route split. The maneuver remained valid but had limited execution margin. The issue is useful for scenario-library expansion.,Late lane-change decision,"[""manual_takeover""]",[],CAR-600,beijing_yizhuang,DHMI,8,1,1,ads_2026.06.2,S2,1781001908938
ISS-0429-P03AJK,Over-conservative yield,2026-06-07 10:08:22,1780852102769,planning,The planner yielded longer than necessary at a low-speed merge. Traffic behind the ego vehicle slowed during the hesitation. The event was closed after offline triage.,Over-conservative yield,"[""low_confidence"", ""manual_takeover"", ""safety_review""]","[""jerk"", ""false_detection""]",CAR-921,austin,simulation,3,0,0,ads_2026.07.0-beta,S0,1780862902769
ISS-0430-L1IMN3,Pose jump,2026-06-17 19:44:11,1781750651068,localization,The localization estimate shifted laterally after map matching. Planning absorbed the change and kept the vehicle in lane. The record is suitable for module-owner follow-up.,Pose jump,"[""bad_case""]","[""hard_brake""]",CAR-346,seattle,simulation,8,0,1,ads_2026.06.1,S3,1781761271068
ISS-0431-C7575O,False positive obstacle,2026-06-12 22:20:59,1781328059182,perception,The model reported a static obstacle in a clear lane. Planning slowed the vehicle unnecessarily before the object track disappeared. The record is suitable for module-owner follow-up.,False positive obstacle,"[""manual_takeover"", ""hard_brake"", ""comfort""]","[""takeover"", ""tracking_error""]",CAR-757,las_vegas,simulation,3,1,0,ads_2026.07.0-beta,S2,1781338439182
ISS-0432-PS3KSV,Sensor latency model gap,2026-06-10 17:03:38,1781136218466,simulation,The simulated sensor stream did not match production latency assumptions. Prediction confidence differed from on-road behavior. The issue is useful for scenario-library expansion.,Sensor latency model gap,"[""triage"", ""low_confidence""]","[""jerk"", ""false_detection""]",CAR-750,austin,fleet_replay,3,0,0,ads_2026.07.0-beta,S2,1781143298466
ISS-0433-9QO1NL,Unstable cut-in prediction,2026-06-17 19:12:25,1781748745438,prediction,A neighboring vehicle's future path oscillated between keep-lane and cut-in hypotheses. Planning reacted with repeated speed adjustments. The case should be compared against the latest regression run.,Unstable cut-in prediction,"[""route_blocker""]","[""jerk""]",CAR-612,san_francisco,road_test,8,1,1,ads_2026.06.1,S0,1781750605438
ISS-0434-B5II1X,Lane boundary flicker,2026-06-18 17:53:19,1781830399283,perception,Lane markings alternated between valid and invalid states. The unstable signal caused lateral planning to become conservative. The event was closed after offline triage.,Lane boundary flicker,"[""comfort""]",[],CAR-230,beijing_yizhuang,fleet_replay,7,0,0,ads_2026.06.3,S0,1781837179283
ISS-0435-XHCGUK,Unstable cut-in prediction,2026-06-16 06:10:48,1781615448162,prediction,A neighboring vehicle's future path oscillated between keep-lane and cut-in hypotheses. Planning reacted with repeated speed adjustments. The case should be compared against the latest regression run.,Unstable cut-in prediction,"[""bad_case"", ""hard_brake""]","[""false_detection"", ""late_response""]",CAR-592,seattle,PERFTEST,3,2,0,ads_2026.07.0-beta,S1,1781618628162
ISS-0436-NR928L,Pedestrian intent uncertainty,2026-06-07 01:42:48,1780821768722,prediction,The prediction module assigned low confidence to a pedestrian crossing intent. The vehicle remained cautious until the actor cleared the conflict zone. The event was closed after offline triage.,Pedestrian intent uncertainty,"[""manual_takeover"", ""safety_review"", ""bad_case""]","[""takeover"", ""late_response""]",CAR-745,phoenix,DHMI,7,0,0,ads_2026.06.3,S2,1780830228722
ISS-0437-4SG6K3,Steering oscillation,2026-06-06 15:21:26,1780784486841,control,The control loop produced small steering corrections on a straight segment. The vehicle stayed within lane boundaries but ride quality degraded. The event was closed after offline triage.,Steering oscillation,"[""bad_case""]","[""hard_brake"", ""route_deviation""]",CAR-383,seattle,simulation,3,1,1,ads_2026.06.2,S2,1780789166841
ISS-0438-NY858N,False positive obstacle,2026-06-18 19:45:52,1781837152894,perception,The model reported a static obstacle in a clear lane. Planning slowed the vehicle unnecessarily before the object track disappeared. The record is suitable for module-owner follow-up.,False positive obstacle,"[""low_confidence""]","[""tracking_error"", ""hard_brake""]",CAR-276,beijing_yizhuang,road_test,8,0,1,ads_2026.07.0-beta,S0,1781846992894
ISS-0439-DDHO1E,Speed limit mismatch,2026-06-16 11:31:31,1781634691369,mapping,The map speed limit differed from the observed sign. The system retained the lower value until the discrepancy was reviewed. The issue is useful for scenario-library expansion.,Speed limit mismatch,"[""safety_review"", ""manual_takeover""]","[""late_response"", ""false_detection""]",CAR-878,beijing_yizhuang,simulation,7,2,0,ads_2026.07.0-beta,S0,1781643511369
ISS-0440-Q2ULN4,Lane boundary flicker,2026-06-12 19:42:29,1781318549433,perception,Lane markings alternated between valid and invalid states. The unstable signal caused lateral planning to become conservative. The case should be compared against the latest regression run.,Lane boundary flicker,"[""regression"", ""route_blocker""]","[""route_deviation"", ""false_detection""]",CAR-812,phoenix,DHMI,8,0,1,ads_2026.06.3,S0,1781324489433
ISS-0441-C8MCH2,Late lane-change decision,2026-06-10 15:37:16,1781131036393,planning,The lane-change decision was issued close to the route split. The maneuver remained valid but had limited execution margin. The record is suitable for module-owner follow-up.,Late lane-change decision,"[""safety_review""]","[""hard_brake""]",CAR-654,phoenix,fleet_replay,7,0,1,ads_2026.07.0-beta,S0,1781132176393
ISS-0442-3CIKEM,Over-conservative yield,2026-06-18 10:30:39,1781803839093,planning,The planner yielded longer than necessary at a low-speed merge. Traffic behind the ego vehicle slowed during the hesitation. The case should be compared against the latest regression run.,Over-conservative yield,"[""safety_review"", ""manual_takeover"", ""regression""]",[],CAR-961,austin,PERFTEST,7,0,1,ads_2026.07.0-beta,S3,1781809599093
ISS-0443-5BRWJL,Door status inconsistency,2026-06-04 11:33:32,1780598012635,vehicle_interface,A body signal briefly disagreed with the expected closed-door state. The system raised a warning and held the current mode. The record is suitable for module-owner follow-up.,Door status inconsistency,"[""triage"", ""safety_review""]","[""tracking_error"", ""hesitation""]",CAR-241,phoenix,road_test,3,0,1,ads_2026.06.1,S0,1780602092635
ISS-0444-AEHWM7,GNSS degradation,2026-06-18 00:19:01,1781767141114,localization,GNSS quality dropped near tall buildings. The fused pose remained usable with higher uncertainty. The issue is useful for scenario-library expansion.,GNSS degradation,"[""safety_review""]",[],CAR-561,las_vegas,simulation,8,0,0,ads_2026.06.3,S0,1781776141114
ISS-0445-LC5UU4,Gear state delay,2026-06-09 18:03:18,1781053398800,vehicle_interface,The reported gear state lagged behind the command state. The vehicle waited before continuing the low-speed maneuver. The event was closed after offline triage.,Gear state delay,"[""hard_brake""]","[""tracking_error"", ""jerk""]",CAR-930,guangzhou,PERFTEST,8,1,0,ads_2026.07.0-beta,S3,1781054958800
ISS-0446-8ULZSR,Heading drift,2026-06-10 20:50:17,1781149817628,localization,The heading estimate drifted during a low-speed turn. Control compensated after the localization confidence recovered. The issue is useful for scenario-library expansion.,Heading drift,"[""hard_brake"", ""low_confidence"", ""bad_case""]","[""tracking_error""]",CAR-823,san_francisco,fleet_replay,7,0,1,ads_2026.06.2,S2,1781159057628
ISS-0447-VOQ7V2,Door status inconsistency,2026-06-10 20:56:58,1781150218867,vehicle_interface,A body signal briefly disagreed with the expected closed-door state. The system raised a warning and held the current mode. The issue is useful for scenario-library expansion.,Door status inconsistency,"[""comfort"", ""safety_review"", ""hard_brake""]","[""route_deviation"", ""false_detection""]",CAR-733,beijing_yizhuang,DHMI,8,1,1,ads_2026.07.0-beta,S1,1781153398867
ISS-0448-LBW8GC,Sensor latency model gap,2026-06-18 08:24:46,1781796286825,simulation,The simulated sensor stream did not match production latency assumptions. Prediction confidence differed from on-road behavior. The issue is useful for scenario-library expansion.,Sensor latency model gap,"[""triage"", ""manual_takeover"", ""stuck""]",[],CAR-841,san_francisco,DHMI,7,1,0,ads_2026.06.2,S1,1781799646825
ISS-0449-47GCKZ,Late object detection,2026-06-10 10:45:29,1781113529755,perception,The perception stack detected a nearby road user later than expected. The delay reduced downstream reaction margin but did not create a collision. The record is suitable for module-owner follow-up.,Late object detection,"[""stuck"", ""manual_takeover"", ""comfort""]","[""route_deviation"", ""hard_brake""]",CAR-117,phoenix,simulation,8,0,1,ads_2026.06.3,S3,1781116769755
ISS-0450-CIULSS,Over-conservative yield,2026-06-09 00:50:16,1780991416558,planning,The planner yielded longer than necessary at a low-speed merge. Traffic behind the ego vehicle slowed during the hesitation. The issue is useful for scenario-library expansion.,Over-conservative yield,"[""manual_takeover"", ""safety_review"", ""comfort""]","[""route_deviation"", ""false_detection""]",CAR-964,san_francisco,DHMI,3,1,1,ads_2026.06.2,S3,1780999276558
ISS-0451-EBTV9U,Unstable cut-in prediction,2026-06-16 09:37:00,1781627820671,prediction,A neighboring vehicle's future path oscillated between keep-lane and cut-in hypotheses. Planning reacted with repeated speed adjustments. The case should be compared against the latest regression run.,Unstable cut-in prediction,"[""safety_review"", ""manual_takeover"", ""comfort""]","[""takeover"", ""late_response""]",CAR-934,guangzhou,PERFTEST,8,0,1,ads_2026.07.0-beta,S3,1781633640671
ISS-0452-8ZP182,Late object detection,2026-06-06 04:07:23,1780744043244,perception,The perception stack detected a nearby road user later than expected. The delay reduced downstream reaction margin but did not create a collision. The issue is useful for scenario-library expansion.,Late object detection,"[""hard_brake"", ""regression""]","[""route_deviation""]",CAR-279,austin,road_test,3,0,1,ads_2026.06.1,S0,1780750163244
ISS-0453-Y5ASP4,Pedestrian intent uncertainty,2026-06-07 04:56:40,1780833400490,prediction,The prediction module assigned low confidence to a pedestrian crossing intent. The vehicle remained cautious until the actor cleared the conflict zone. The event was closed after offline triage.,Pedestrian intent uncertainty,"[""manual_takeover"", ""stuck"", ""route_blocker""]",[],CAR-364,las_vegas,simulation,3,0,1,ads_2026.06.2,S0,1780842880490
ISS-0454-IFPPVO,Uncomfortable stop profile,2026-06-10 13:50:42,1781124642180,planning,The planned deceleration profile produced an abrupt stop near the stop line. The event was recoverable but reduced ride comfort. The record is suitable for module-owner follow-up.,Uncomfortable stop profile,"[""triage"", ""low_confidence""]",[],CAR-637,austin,DHMI,8,2,1,ads_2026.06.2,S3,1781130582180
ISS-0455-13PC1H,Steering oscillation,2026-06-10 02:59:30,1781085570126,control,The control loop produced small steering corrections on a straight segment. The vehicle stayed within lane boundaries but ride quality degraded. The record is suitable for module-owner follow-up.,Steering oscillation,"[""manual_takeover"", ""safety_review""]","[""tracking_error"", ""late_response""]",CAR-895,san_francisco,fleet_replay,8,0,1,ads_2026.06.3,S3,1781087430126
ISS-0456-ZYM00O,Scenario replay mismatch,2026-06-05 02:01:30,1780650090189,simulation,A replayed scenario diverged from the recorded ego speed profile. The discrepancy was isolated to simulation actor timing. The record is suitable for module-owner follow-up.,Scenario replay mismatch,"[""triage"", ""low_confidence"", ""comfort""]",[],CAR-211,austin,fleet_replay,8,0,0,ads_2026.06.1,S3,1780655610189
ISS-0457-8JIYRV,Throttle lag,2026-06-11 13:46:18,1781210778086,control,The requested acceleration was applied later than expected after a stop. The vehicle created a small gap to the leading traffic flow. The case should be compared against the latest regression run.,Throttle lag,"[""route_blocker""]","[""hard_brake""]",CAR-739,beijing_yizhuang,simulation,3,0,0,ads_2026.06.1,S2,1781219958086
ISS-0458-UGBNZN,Over-conservative yield,2026-06-12 20:10:22,1781320222358,planning,The planner yielded longer than necessary at a low-speed merge. Traffic behind the ego vehicle slowed during the hesitation. The case should be compared against the latest regression run.,Over-conservative yield,"[""stuck""]","[""hesitation""]",CAR-694,austin,road_test,7,1,1,ads_2026.06.2,S0,1781330422358
ISS-0459-OO0NXP,Lane boundary flicker,2026-06-03 12:11:27,1780513887953,perception,Lane markings alternated between valid and invalid states. The unstable signal caused lateral planning to become conservative. The issue is useful for scenario-library expansion.,Lane boundary flicker,"[""triage"", ""hard_brake""]","[""false_detection"", ""tracking_error""]",CAR-568,austin,road_test,8,2,1,ads_2026.06.3,S2,1780521447953
ISS-0460-NCPX83,Speed limit mismatch,2026-06-01 19:28:02,1780367282155,mapping,The map speed limit differed from the observed sign. The system retained the lower value until the discrepancy was reviewed. The record is suitable for module-owner follow-up.,Speed limit mismatch,"[""comfort"", ""stuck"", ""triage""]",[],CAR-591,austin,DHMI,8,1,1,ads_2026.07.0-beta,S3,1780375082155
ISS-0461-XTFEPS,Missing lane attribute,2026-06-05 01:29:41,1780648181379,mapping,The HD map lacked a lane-level attribute needed for a turn decision. The planner selected a conservative fallback path. The issue is useful for scenario-library expansion.,Missing lane attribute,"[""comfort"", ""manual_takeover"", ""route_blocker""]",[],CAR-662,austin,DHMI,7,0,0,ads_2026.06.3,S2,1780657121379
ISS-0462-ISHRHU,GNSS degradation,2026-06-10 12:23:26,1781119406907,localization,GNSS quality dropped near tall buildings. The fused pose remained usable with higher uncertainty. The issue is useful for scenario-library expansion.,GNSS degradation,"[""hard_brake"", ""bad_case"", ""manual_takeover""]",[],CAR-899,austin,DHMI,3,0,1,ads_2026.06.1,S0,1781119886907
ISS-0463-UBLTZT,False positive obstacle,2026-06-18 12:42:52,1781811772227,perception,The model reported a static obstacle in a clear lane. Planning slowed the vehicle unnecessarily before the object track disappeared. The case should be compared against the latest regression run.,False positive obstacle,"[""stuck""]","[""takeover""]",CAR-866,san_francisco,DHMI,7,1,1,ads_2026.06.3,S0,1781816632227
ISS-0464-1493H9,Uncomfortable stop profile,2026-06-13 00:20:22,1781335222972,planning,The planned deceleration profile produced an abrupt stop near the stop line. The event was recoverable but reduced ride comfort. The case should be compared against the latest regression run.,Uncomfortable stop profile,"[""stuck"", ""triage"", ""safety_review""]","[""jerk""]",CAR-410,san_francisco,fleet_replay,3,0,1,ads_2026.06.2,S3,1781340922972
ISS-0465-ZWX044,Delayed log upload,2026-06-01 11:58:25,1780340305858,data_platform,Issue logs were uploaded later than expected after the run. The complete data package became available after retry. The record is suitable for module-owner follow-up.,Delayed log upload,"[""hard_brake"", ""manual_takeover"", ""bad_case""]",[],CAR-483,beijing_yizhuang,fleet_replay,8,2,1,ads_2026.07.0-beta,S1,1780348405858
ISS-0466-HVA3IJ,Unstable cut-in prediction,2026-06-07 06:28:43,1780838923492,prediction,A neighboring vehicle's future path oscillated between keep-lane and cut-in hypotheses. Planning reacted with repeated speed adjustments. The record is suitable for module-owner follow-up.,Unstable cut-in prediction,"[""bad_case"", ""comfort""]","[""false_detection""]",CAR-695,seattle,PERFTEST,7,0,1,ads_2026.06.3,S0,1780848823492
ISS-0467-MJOHB4,Unexpected reroute,2026-06-15 19:01:18,1781575278826,routing,A reroute was triggered after a transient road-availability update. The new path was valid but introduced an avoidable lane change. The event was closed after offline triage.,Unexpected reroute,"[""low_confidence"", ""route_blocker""]",[],CAR-755,seattle,PERFTEST,7,2,0,ads_2026.06.1,S0,1781578518826
ISS-0468-J8Q9Y7,Pedestrian intent uncertainty,2026-06-10 13:02:29,1781121749197,prediction,The prediction module assigned low confidence to a pedestrian crossing intent. The vehicle remained cautious until the actor cleared the conflict zone. The issue is useful for scenario-library expansion.,Pedestrian intent uncertainty,"[""hard_brake""]",[],CAR-980,austin,simulation,3,1,0,ads_2026.06.1,S3,1781123189197
ISS-0469-K3AU6Q,Delayed log upload,2026-06-16 01:59:17,1781600357156,data_platform,Issue logs were uploaded later than expected after the run. The complete data package became available after retry. The issue is useful for scenario-library expansion.,Delayed log upload,"[""hard_brake"", ""route_blocker""]",[],CAR-385,seattle,DHMI,7,1,1,ads_2026.07.0-beta,S2,1781601797156
ISS-0470-Y30BHL,Late object detection,2026-06-12 12:27:00,1781292420176,perception,The perception stack detected a nearby road user later than expected. The delay reduced downstream reaction margin but did not create a collision. The event was closed after offline triage.,Late object detection,"[""triage""]","[""false_detection"", ""hesitation""]",CAR-780,beijing_yizhuang,PERFTEST,3,1,1,ads_2026.06.1,S2,1781298060176
ISS-0471-IQXLUU,Steering oscillation,2026-06-18 11:48:46,1781808526405,control,The control loop produced small steering corrections on a straight segment. The vehicle stayed within lane boundaries but ride quality degraded. The case should be compared against the latest regression run.,Steering oscillation,"[""safety_review"", ""triage""]","[""late_response"", ""false_detection""]",CAR-273,phoenix,road_test,8,1,1,ads_2026.06.3,S1,1781817406405
ISS-0472-D557XL,Gear state delay,2026-06-04 17:20:22,1780618822585,vehicle_interface,The reported gear state lagged behind the command state. The vehicle waited before continuing the low-speed maneuver. The event was closed after offline triage.,Gear state delay,"[""low_confidence""]","[""late_response"", ""hesitation""]",CAR-946,las_vegas,simulation,8,0,1,ads_2026.06.1,S1,1780627642585
ISS-0473-QW083P,CAN signal dropout,2026-06-14 10:06:10,1781456770468,vehicle_interface,A vehicle interface signal dropped for a short interval. The autonomy stack used the last valid value and recovered cleanly. The event was closed after offline triage.,CAN signal dropout,"[""low_confidence""]",[],CAR-737,guangzhou,road_test,8,0,0,ads_2026.07.0-beta,S2,1781466370468
ISS-0474-43ADVG,Route split ambiguity,2026-06-14 03:41:16,1781433676651,routing,The route planner produced a split with low lane guidance confidence. The vehicle delayed commitment until the next map segment. The record is suitable for module-owner follow-up.,Route split ambiguity,"[""safety_review"", ""low_confidence""]","[""hesitation"", ""jerk""]",CAR-606,guangzhou,road_test,8,1,1,ads_2026.06.1,S0,1781441656651
ISS-0475-IHR7HY,Cyclist trajectory drift,2026-06-16 19:10:50,1781662250635,prediction,The predicted cyclist path drifted toward the ego lane before stabilizing. The planner reserved extra space and reduced speed. The case should be compared against the latest regression run.,Cyclist trajectory drift,"[""comfort""]","[""takeover"", ""late_response""]",CAR-968,seattle,road_test,7,0,1,ads_2026.06.3,S0,1781667290635
ISS-0476-QU33JR,Over-conservative yield,2026-06-03 22:08:51,1780549731589,planning,The planner yielded longer than necessary at a low-speed merge. Traffic behind the ego vehicle slowed during the hesitation. The case should be compared against the latest regression run.,Over-conservative yield,"[""stuck"", ""comfort"", ""bad_case""]","[""late_response""]",CAR-950,san_francisco,fleet_replay,7,0,1,ads_2026.06.3,S2,1780554951589
ISS-0477-N4B05M,Over-conservative yield,2026-06-10 01:45:54,1781081154802,planning,The planner yielded longer than necessary at a low-speed merge. Traffic behind the ego vehicle slowed during the hesitation. The event was closed after offline triage.,Over-conservative yield,"[""hard_brake""]",[],CAR-241,guangzhou,road_test,3,1,1,ads_2026.06.1,S3,1781086374802
ISS-0478-X2097M,Missing annotation field,2026-06-16 20:20:29,1781666429078,data_platform,The issue record lacked one annotation field required by downstream review. The remaining fields were sufficient for triage. The case should be compared against the latest regression run.,Missing annotation field,"[""comfort""]","[""tracking_error"", ""jerk""]",CAR-794,guangzhou,PERFTEST,7,0,1,ads_2026.06.1,S1,1781671109078
ISS-0479-5O5S4P,Missing lane attribute,2026-06-12 20:23:36,1781321016448,mapping,The HD map lacked a lane-level attribute needed for a turn decision. The planner selected a conservative fallback path. The case should be compared against the latest regression run.,Missing lane attribute,"[""manual_takeover""]","[""tracking_error"", ""takeover""]",CAR-275,seattle,road_test,7,0,0,ads_2026.06.3,S2,1781330436448
ISS-0480-Y3WSJF,Cyclist trajectory drift,2026-06-16 01:47:00,1781599620538,prediction,The predicted cyclist path drifted toward the ego lane before stabilizing. The planner reserved extra space and reduced speed. The case should be compared against the latest regression run.,Cyclist trajectory drift,"[""route_blocker""]","[""route_deviation""]",CAR-527,austin,road_test,7,1,0,ads_2026.06.1,S3,1781604840538
ISS-0481-FE57WK,Lane boundary flicker,2026-06-11 01:31:11,1781166671019,perception,Lane markings alternated between valid and invalid states. The unstable signal caused lateral planning to become conservative. The issue is useful for scenario-library expansion.,Lane boundary flicker,"[""safety_review""]",[],CAR-822,austin,DHMI,7,1,1,ads_2026.06.1,S0,1781170811019
ISS-0482-ENK31I,CAN signal dropout,2026-06-05 10:57:04,1780682224352,vehicle_interface,A vehicle interface signal dropped for a short interval. The autonomy stack used the last valid value and recovered cleanly. The case should be compared against the latest regression run.,CAN signal dropout,"[""route_blocker"", ""triage""]",[],CAR-576,san_francisco,road_test,8,0,1,ads_2026.06.3,S3,1780686544352
ISS-0483-A0RWMJ,Pedestrian intent uncertainty,2026-06-10 05:12:33,1781093553800,prediction,The prediction module assigned low confidence to a pedestrian crossing intent. The vehicle remained cautious until the actor cleared the conflict zone. The case should be compared against the latest regression run.,Pedestrian intent uncertainty,"[""hard_brake"", ""stuck"", ""safety_review""]","[""tracking_error""]",CAR-532,austin,simulation,7,1,0,ads_2026.07.0-beta,S2,1781102493800
ISS-0484-KEH4F8,Over-conservative yield,2026-06-11 20:15:27,1781234127092,planning,The planner yielded longer than necessary at a low-speed merge. Traffic behind the ego vehicle slowed during the hesitation. The issue is useful for scenario-library expansion.,Over-conservative yield,"[""route_blocker"", ""regression""]",[],CAR-509,san_francisco,DHMI,3,0,0,ads_2026.06.2,S0,1781239407092
ISS-0485-FDWMIX,Cyclist trajectory drift,2026-06-07 02:18:00,1780823880811,prediction,The predicted cyclist path drifted toward the ego lane before stabilizing. The planner reserved extra space and reduced speed. The record is suitable for module-owner follow-up.,Cyclist trajectory drift,"[""safety_review""]","[""hesitation""]",CAR-706,las_vegas,PERFTEST,8,2,0,ads_2026.07.0-beta,S0,1780827720811
